GROUP,PLOT,PLANT,Longitude,Latitude,d15N_T1,NDFA_T1_B73xMo17-ref,NDFA_T1_B73-ref,d15N_T2,NDFA_T2_B73xMo17-ref,NDFA_T2_B73-ref,HEIGHT_in,NODES,NODES_w_BR,NODES_w_AR,NODES_w_BRandAR,DAYS_TO_TASSEL,DAYS_TO_POLLEN,COBS,SILKS
B73xMo17,3C,3.7,21.00,11.00,5.68,,15.18,,,,60.75,11.00,3.00,1.00,4.00,67.00,74.00,1.00,1.00
B73xMo17,3C,4.1,15.00,12.00,3.39,,49.42,,,,,,,,,67.00,74.00,1.00,1.00
B73xMo17,3C,4.2,16.00,12.00,4.44,,33.73,,,,59.50,10.00,1.00,0.00,1.00,67.00,74.00,1.00,1.00
B73xMo17,3C,4.3,17.00,12.00,3.93,,41.25,,,,58.75,10.00,1.00,0.00,1.00,67.00,74.00,1.00,1.00
B73xMo17,3C,4.4,18.00,12.00,,,100.00,,,,,,,,,,,,
B73xMo17,3C,4.5,19.00,12.00,,,100.00,,,,,,,,,,,,
B73xMo17,3C,4.6,20.00,12.00,3.10,,53.73,,,,61.50,12.00,2.00,0.00,2.00,67.00,74.00,2.00,1.00
B73xMo17,3C,4.7,21.00,12.00,,,,,,,,,,,,,,,
Parviglumis,3D,1.1,15.00,13.00,1.96,61.17,70.73,1.56,69.01,76.63,,,,,,,,,
Parviglumis,3D,1.2,16.00,13.00,2.21,56.29,67.05,4.00,20.67,40.19,68.25,21.00,3.00,2.00,5.00,,,,
Parviglumis,3D,1.3,17.00,13.00,2.96,41.27,55.72,4.68,7.24,30.07,,,,,,,,,
Parviglumis,3D,1.4,18.00,13.00,3.26,35.50,51.37,4.63,8.34,30.90,,,,,,,,,
Parviglumis,3D,1.5,19.00,13.00,2.78,44.89,58.46,5.01,0.73,25.16,,,,,,,,,
Parviglumis,3D,1.6,20.00,13.00,3.70,26.62,44.68,8.09,-60.31,-20.86,85.50,22.00,3.00,2.00,5.00,,,,
Parviglumis,3D,1.7,21.00,13.00,1.93,61.68,71.11,4.19,16.89,37.34,,,,,,,,,
Parviglumis,3D,2.1,15.00,14.00,3.87,23.32,42.19,2.41,52.31,64.04,68.00,14.00,3.00,2.00,5.00,,,,
Parviglumis,3D,2.2,16.00,14.00,3.08,38.93,53.96,4.23,16.25,36.86,94.25,23.00,3.00,2.00,5.00,,,,
Parviglumis,3D,2.3,17.00,14.00,2.95,41.45,55.86,4.51,10.68,32.66,80.00,19.00,3.00,2.00,5.00,,,,
Parviglumis,3D,2.4,18.00,14.00,,,,,,,,,,,,,,,
Parviglumis,3D,2.5,19.00,14.00,2.45,51.48,63.42,3.26,35.42,51.32,89.50,21.00,3.00,2.00,5.00,,,,
Parviglumis,3D,2.6,20.00,14.00,,,,,,,,,,,,,,,
Parviglumis,3D,2.7,21.00,14.00,,,,,,,,,,,,,,,
Parviglumis,3D,3.1,15.00,15.00,2.58,48.78,61.39,4.35,13.81,35.02,68.00,15.00,5.00,4.00,9.00,,,,
Parviglumis,3D,3.2,16.00,15.00,4.39,13.02,34.43,5.17,-2.52,22.71,72.25,18.00,6.00,5.00,11.00,,,,
Parviglumis,3D,3.3,17.00,15.00,,,,,,,,,,,,,,,
Parviglumis,3D,3.4,18.00,15.00,3.73,26.04,44.24,7.65,-51.64,-14.32,76.50,24.00,2.00,1.00,3.00,,,,
Parviglumis,3D,3.5,19.00,15.00,5.48,-8.54,18.17,7.82,-54.92,-16.79,87.50,23.00,3.00,2.00,5.00,,,,
Parviglumis,3D,3.6,20.00,15.00,5.69,-12.73,15.01,7.95,-57.48,-18.73,81.00,21.00,3.00,2.00,5.00,,,,
Parviglumis,3D,3.7,21.00,15.00,4.20,16.84,37.30,7.86,-55.81,-17.46,88.25,25.00,4.00,3.00,7.00,,,,
Parviglumis,3D,4.1,15.00,16.00,2.56,49.29,61.77,0.76,84.85,88.58,,,,,,,,,
Parviglumis,3D,4.2,16.00,16.00,2.68,46.79,59.89,4.35,13.72,34.96,53.25,16.00,2.00,1.00,3.00,,,,
Parviglumis,3D,4.3,17.00,16.00,2.42,52.12,63.91,2.15,57.33,67.83,51.25,16.00,2.00,1.00,3.00,,,,
Parviglumis,3D,4.4,18.00,16.00,4.28,15.22,36.09,1.88,62.81,71.96,,,,,,,,,
Parviglumis,3D,4.5,19.00,16.00,4.54,9.96,32.12,1.91,62.15,71.46,,,,,,,,,
Parviglumis,3D,4.6,20.00,16.00,3.59,28.82,46.34,2.48,50.94,63.01,67.00,18.00,2.00,1.00,3.00,,,,
Parviglumis,3D,4.7,21.00,16.00,1.93,61.80,71.20,1.11,77.91,83.35,,,,,,,,,
Mexicana,4A,1.1,22.00,1.00,1.26,74.94,81.10,1.65,67.35,75.39,,,,,,116.00,116.00,,
Mexicana,4A,1.2,23.00,1.00,2.89,42.63,56.75,3.56,29.43,46.80,122.25,24.00,8.00,7.00,15.00,102.00,116.00,,
Mexicana,4A,1.3,24.00,1.00,1.79,64.46,73.21,1.11,78.08,83.47,100.25,20.00,2.00,1.00,3.00,116.00,116.00,,
Mexicana,4A,1.4,25.00,1.00,1.87,62.94,72.06,3.49,30.85,47.87,,,,,,123.00,130.00,,
Mexicana,4A,1.5,26.00,1.00,-0.09,101.77,101.34,0.30,94.14,95.58,,,,,,123.00,130.00,,
Mexicana,4A,1.6,27.00,1.00,1.39,72.40,79.19,1.80,64.27,73.06,107.25,24.00,4.00,3.00,7.00,116.00,116.00,,
Mexicana,4A,1.7,28.00,1.00,-1.60,131.79,123.96,-1.35,126.74,120.16,,,,,,123.00,130.00,,
Mexicana,4A,2.1,22.00,2.00,4.73,6.31,29.37,2.49,50.63,62.78,,,,,,116.00,130.00,,
Mexicana,4A,2.2,23.00,2.00,2.36,53.30,64.79,3.50,30.69,47.75,128.50,26.00,2.00,1.00,3.00,123.00,130.00,,
Mexicana,4A,2.3,24.00,2.00,4.63,8.28,30.85,4.80,4.87,28.28,100.25,20.00,3.00,2.00,5.00,116.00,130.00,,
Mexicana,4A,2.4,25.00,2.00,-0.38,107.44,105.61,1.47,70.91,78.07,124.00,24.00,5.00,4.00,9.00,109.00,116.00,,
Mexicana,4A,2.5,26.00,2.00,4.14,17.96,38.15,5.28,-4.67,21.09,144.00,25.00,3.00,3.00,6.00,116.00,116.00,,
Mexicana,4A,2.6,27.00,2.00,1.94,61.63,71.07,3.57,29.17,46.60,107.25,25.00,3.00,2.00,5.00,116.00,123.00,,
Mexicana,4A,2.7,28.00,2.00,-1.25,124.68,118.61,1.07,78.83,84.04,,,,,,109.00,123.00,,
Mexicana,4A,3.1,22.00,3.00,,,,,,,,,,,,,,,
Mexicana,4A,3.2,23.00,3.00,2.36,53.26,64.77,3.92,22.39,41.49,128.50,27.00,7.00,6.00,13.00,116.00,130.00,,
Mexicana,4A,3.3,24.00,3.00,,,,5.09,-0.89,23.94,,,,,,,,,
Mexicana,4A,3.4,25.00,3.00,,,,,,,,,,,,,,,
Mexicana,4A,3.5,26.00,3.00,1.78,64.68,73.37,,,,122.00,24.00,5.00,4.00,9.00,116.00,123.00,,
Mexicana,4A,3.6,27.00,3.00,1.10,78.19,83.56,4.05,19.67,39.44,111.50,22.00,5.00,4.00,9.00,116.00,130.00,,
Mexicana,4A,3.7,28.00,3.00,-0.46,109.04,106.81,2.62,48.10,60.87,107.75,23.00,3.00,2.00,5.00,109.00,116.00,,
Mexicana,4A,4.1,22.00,4.00,1.85,63.35,72.37,3.43,31.96,48.71,,,,,,116.00,130.00,,
Mexicana,4A,4.2,23.00,4.00,1.43,71.67,78.64,5.02,0.54,25.02,128.75,25.00,6.00,5.00,11.00,116.00,130.00,,
Mexicana,4A,4.3,24.00,4.00,2.45,51.53,63.45,4.38,13.21,34.57,109.00,21.00,3.00,2.00,5.00,116.00,130.00,,
Mexicana,4A,4.4,25.00,4.00,1.10,78.10,83.49,5.80,-14.95,13.34,,,,,,116.00,130.00,,
Mexicana,4A,4.5,26.00,4.00,0.36,92.87,94.62,3.45,31.68,48.50,,,,,,102.00,116.00,,
Mexicana,4A,4.6,27.00,4.00,0.42,91.67,93.72,3.07,39.13,54.11,142.25,29.00,2.00,2.00,4.00,116.00,130.00,,
Mexicana,4A,4.7,28.00,4.00,-0.92,118.30,113.80,3.38,32.95,49.45,,,,,,123.00,130.00,,
San_Jose_Chinantequilla,4B,1.1,22.00,5.00,3.09,38.69,53.78,5.24,-3.83,21.73,,,,,,102.00,102.00,2.00,2.00
San_Jose_Chinantequilla,4B,1.2,23.00,5.00,,,,,,,,,,,,,,,
San_Jose_Chinantequilla,4B,1.3,24.00,5.00,3.26,35.46,51.34,7.65,-51.54,-14.24,119.00,20.00,4.00,3.00,7.00,95.00,109.00,1.00,1.00
San_Jose_Chinantequilla,4B,1.4,25.00,5.00,2.16,57.25,67.77,6.37,-26.15,4.90,,,,,,95.00,102.00,2.00,1.00
San_Jose_Chinantequilla,4B,1.5,26.00,5.00,1.33,73.56,80.07,5.01,0.72,25.15,,,,,,102.00,109.00,1.00,1.00
San_Jose_Chinantequilla,4B,1.6,27.00,5.00,2.82,44.05,57.82,5.20,-3.05,22.31,117.75,21.00,4.00,3.00,7.00,102.00,102.00,2.00,2.00
San_Jose_Chinantequilla,4B,1.7,28.00,5.00,2.25,55.48,66.44,3.38,33.04,49.52,,,,,,102.00,102.00,3.00,1.00
San_Jose_Chinantequilla,4B,2.1,22.00,6.00,3.38,32.96,49.45,6.61,-31.00,1.24,,,,,,102.00,109.00,3.00,2.00
San_Jose_Chinantequilla,4B,2.2,23.00,6.00,5.88,-16.47,12.19,6.24,-23.59,6.82,115.50,22.00,4.00,2.00,6.00,116.00,116.00,2.00,1.00
San_Jose_Chinantequilla,4B,2.3,24.00,6.00,7.37,-45.99,-10.07,6.94,-37.54,-3.69,105.75,19.00,3.00,2.00,5.00,116.00,116.00,2.00,1.00
San_Jose_Chinantequilla,4B,2.4,25.00,6.00,4.68,7.18,30.02,7.07,-40.09,-5.61,121.75,21.00,7.00,6.00,13.00,102.00,116.00,1.00,1.00
San_Jose_Chinantequilla,4B,2.5,26.00,6.00,,,,,,,,,,,,,,,
San_Jose_Chinantequilla,4B,2.6,27.00,6.00,5.26,-4.16,21.47,5.82,-15.36,13.03,122.25,21.00,5.00,3.00,8.00,102.00,109.00,2.00,2.00
San_Jose_Chinantequilla,4B,2.7,28.00,6.00,3.17,37.27,52.71,4.65,7.86,30.53,122.00,23.00,10.00,9.00,19.00,102.00,109.00,3.00,2.00
San_Jose_Chinantequilla,4B,3.1,22.00,7.00,8.52,-68.75,-27.22,6.83,-35.30,-2.00,,,,,,102.00,102.00,2.00,1.00
San_Jose_Chinantequilla,4B,3.2,23.00,7.00,8.00,-58.54,-19.53,9.47,-87.73,-41.53,99.00,21.00,5.00,4.00,9.00,116.00,116.00,,
San_Jose_Chinantequilla,4B,3.3,24.00,7.00,9.48,-87.84,-41.61,10.55,-109.12,-57.66,65.00,17.00,1.00,1.00,2.00,123.00,123.00,1.00,
San_Jose_Chinantequilla,4B,3.4,25.00,7.00,7.37,-46.08,-10.13,9.82,-94.53,-46.65,,,,,,,,,
San_Jose_Chinantequilla,4B,3.5,26.00,7.00,11.35,-124.85,-69.51,13.22,-161.95,-97.49,124.50,23.00,4.00,3.00,7.00,102.00,116.00,1.00,
San_Jose_Chinantequilla,4B,3.6,27.00,7.00,10.29,-103.86,-53.69,,,,,,,,,,,,
San_Jose_Chinantequilla,4B,3.7,28.00,7.00,8.98,-77.88,-34.10,6.87,-36.13,-2.63,,,,,,116.00,116.00,1.00,1.00
San_Jose_Chinantequilla,4B,4.1,22.00,8.00,13.67,-170.97,-104.28,10.55,-108.97,-57.54,,,,,,,,,
San_Jose_Chinantequilla,4B,4.2,23.00,8.00,,,,,,,,,,,,,,,
San_Jose_Chinantequilla,4B,4.3,24.00,8.00,11.10,-119.98,-65.84,10.03,-98.80,-49.88,108.25,21.00,6.00,4.00,10.00,102.00,116.00,1.00,
San_Jose_Chinantequilla,4B,4.4,25.00,8.00,11.80,-133.79,-76.26,10.66,-111.26,-59.27,88.00,23.00,6.00,5.00,11.00,130.00,130.00,,
San_Jose_Chinantequilla,4B,4.5,26.00,8.00,11.97,-137.26,-78.87,11.42,-126.36,-70.65,,,,,,116.00,116.00,,
San_Jose_Chinantequilla,4B,4.6,27.00,8.00,12.29,-143.53,-83.59,9.14,-81.12,-36.54,118.00,18.00,4.00,3.00,7.00,109.00,116.00,2.00,2.00
San_Jose_Chinantequilla,4B,4.7,28.00,8.00,8.41,-66.72,-25.69,7.56,-49.81,-12.94,,,,,,102.00,109.00,4.00,2.00
Santiago_Tepitongo,4C,1.1,22.00,9.00,8.32,-64.79,-24.23,8.30,-64.55,-24.06,,,,,,95.00,102.00,2.00,1.00
Santiago_Tepitongo,4C,1.2,23.00,9.00,12.61,-149.82,-88.34,9.66,-91.42,-44.31,109.75,20.00,4.00,3.00,7.00,102.00,102.00,2.00,2.00
Santiago_Tepitongo,4C,1.3,24.00,9.00,11.59,-129.68,-73.16,10.77,-113.50,-60.96,,,,,,102.00,102.00,3.00,2.00
Santiago_Tepitongo,4C,1.4,25.00,9.00,10.63,-110.73,-58.87,10.41,-106.25,-55.49,,,,,,102.00,102.00,2.00,2.00
Santiago_Tepitongo,4C,1.5,26.00,9.00,12.60,-149.60,-88.17,11.79,-133.56,-76.08,,,,,,102.00,102.00,3.00,2.00
Santiago_Tepitongo,4C,1.6,27.00,9.00,9.99,-98.03,-49.30,11.58,-129.41,-72.95,112.25,19.00,5.00,4.00,9.00,102.00,102.00,2.00,2.00
Santiago_Tepitongo,4C,1.7,28.00,9.00,9.17,-81.75,-37.02,8.47,-67.81,-26.51,,,,,,109.00,116.00,2.00,2.00
Santiago_Tepitongo,4C,2.1,22.00,10.00,9.86,-95.36,-47.28,9.71,-92.40,-45.05,125.50,20.00,3.00,2.00,5.00,102.00,109.00,2.00,2.00
Santiago_Tepitongo,4C,2.2,23.00,10.00,11.43,-126.40,-70.68,10.98,-117.66,-64.10,116.50,20.00,4.00,3.00,7.00,102.00,102.00,2.00,2.00
Santiago_Tepitongo,4C,2.3,24.00,10.00,12.46,-146.90,-86.14,10.36,-105.38,-54.83,138.50,22.00,3.00,3.00,6.00,102.00,109.00,1.00,1.00
Santiago_Tepitongo,4C,2.4,25.00,10.00,9.03,-79.03,-34.97,9.14,-81.04,-36.49,117.50,20.00,3.00,2.00,5.00,102.00,102.00,2.00,2.00
Santiago_Tepitongo,4C,2.5,26.00,10.00,,,,,,,,,,,,,,,
Santiago_Tepitongo,4C,2.6,27.00,10.00,9.31,-84.47,-39.07,9.40,-86.25,-40.41,117.00,21.00,6.00,4.00,10.00,102.00,109.00,2.00,2.00
Santiago_Tepitongo,4C,2.7,28.00,10.00,8.01,-58.80,-19.72,8.85,-75.35,-32.19,,,,,,102.00,102.00,2.00,2.00
Santiago_Tepitongo,4C,3.1,22.00,11.00,4.91,2.76,26.69,7.78,-54.13,-16.20,129.00,21.00,5.00,4.00,9.00,95.00,102.00,2.00,2.00
Santiago_Tepitongo,4C,3.2,23.00,11.00,9.76,-93.37,-45.78,9.52,-88.66,-42.23,109.00,21.00,4.00,3.00,7.00,102.00,102.00,3.00,2.00
Santiago_Tepitongo,4C,3.3,24.00,11.00,8.02,-58.99,-19.86,9.24,-83.18,-38.10,118.00,21.00,5.00,3.00,8.00,102.00,109.00,3.00,2.00
Santiago_Tepitongo,4C,3.4,25.00,11.00,,,,,,,,,,,,,,,
Santiago_Tepitongo,4C,3.5,26.00,11.00,6.91,-36.84,-3.16,8.74,-73.10,-30.50,112.75,20.00,4.00,3.00,7.00,95.00,102.00,1.00,1.00
Santiago_Tepitongo,4C,3.6,27.00,11.00,,,,,,,,,,,,,,,
Santiago_Tepitongo,4C,3.7,28.00,11.00,5.32,-5.33,20.59,5.52,-9.29,17.61,124.25,20.00,3.00,2.00,5.00,116.00,116.00,,
Santiago_Tepitongo,4C,4.1,22.00,12.00,7.11,-40.84,-6.18,7.66,-51.88,-14.50,,,,,,102.00,102.00,2.00,2.00
Santiago_Tepitongo,4C,4.2,23.00,12.00,8.39,-66.29,-25.36,8.69,-72.15,-29.78,120.25,22.00,3.00,2.00,5.00,102.00,102.00,2.00,2.00
Santiago_Tepitongo,4C,4.3,24.00,12.00,8.30,-64.43,-23.96,9.21,-82.45,-37.55,114.75,19.00,4.00,3.00,7.00,95.00,102.00,4.00,2.00
Santiago_Tepitongo,4C,4.4,25.00,12.00,6.25,-23.78,6.68,7.70,-52.67,-15.09,,,,,,102.00,102.00,2.00,2.00
Santiago_Tepitongo,4C,4.5,26.00,12.00,5.52,-9.38,17.54,7.58,-50.20,-13.24,,,,,,102.00,109.00,4.00,2.00
Santiago_Tepitongo,4C,4.6,27.00,12.00,5.17,-2.42,22.79,6.88,-36.27,-2.74,121.00,22.00,8.00,7.00,15.00,102.00,102.00,2.00,2.00
Santiago_Tepitongo,4C,4.7,28.00,12.00,3.42,32.30,48.96,4.75,5.86,29.03,,,,,,102.00,102.00,3.00,3.00
San_Cristobal_Lachirioag,4D,1.1,22.00,13.00,1.00,80.18,85.06,4.22,16.33,36.92,,,,,,102.00,109.00,,
San_Cristobal_Lachirioag,4D,1.2,23.00,13.00,7.00,-38.78,-4.63,8.16,-61.74,-21.93,129.75,22.00,4.00,3.00,7.00,109.00,109.00,1.00,1.00
San_Cristobal_Lachirioag,4D,1.3,24.00,13.00,6.16,-22.10,7.95,6.94,-37.57,-3.71,122.00,19.00,4.00,3.00,7.00,102.00,102.00,3.00,2.00
San_Cristobal_Lachirioag,4D,1.4,25.00,13.00,3.98,21.06,40.49,7.04,-39.54,-5.20,121.00,23.00,4.00,2.00,6.00,102.00,102.00,2.00,2.00
San_Cristobal_Lachirioag,4D,1.5,26.00,13.00,1.61,68.19,76.02,4.88,3.20,27.03,,,,,,102.00,109.00,1.00,1.00
San_Cristobal_Lachirioag,4D,1.6,27.00,13.00,,,,,,,,,,,,,,,
San_Cristobal_Lachirioag,4D,1.7,28.00,13.00,,,,5.40,-7.10,19.26,,,,,,102.00,102.00,3.00,2.00
San_Cristobal_Lachirioag,4D,2.1,22.00,14.00,3.50,30.58,47.66,4.83,4.36,27.90,,,,,,102.00,102.00,2.00,1.00
San_Cristobal_Lachirioag,4D,2.2,23.00,14.00,2.44,51.57,63.49,8.31,-64.64,-24.12,138.75,24.00,4.00,3.00,7.00,116.00,116.00,1.00,1.00
San_Cristobal_Lachirioag,4D,2.3,24.00,14.00,5.78,-14.52,13.66,6.22,-23.31,7.04,130.25,23.00,1.00,0.00,1.00,116.00,116.00,1.00,1.00
San_Cristobal_Lachirioag,4D,2.4,25.00,14.00,8.30,-64.45,-23.98,7.61,-50.73,-13.63,113.00,20.00,2.00,1.00,3.00,116.00,116.00,1.00,1.00
San_Cristobal_Lachirioag,4D,2.5,26.00,14.00,3.32,34.18,50.38,6.11,-21.07,8.73,145.50,24.00,7.00,6.00,13.00,102.00,102.00,2.00,2.00
San_Cristobal_Lachirioag,4D,2.6,27.00,14.00,3.18,36.94,52.46,,,,,,,,,,,,
San_Cristobal_Lachirioag,4D,2.7,28.00,14.00,1.57,68.94,76.59,3.08,38.93,53.96,137.50,20.00,4.00,3.00,7.00,109.00,109.00,1.00,1.00
San_Cristobal_Lachirioag,4D,3.1,22.00,15.00,3.83,24.09,42.77,4.47,11.49,33.27,112.00,20.00,5.00,4.00,9.00,102.00,102.00,,
San_Cristobal_Lachirioag,4D,3.2,23.00,15.00,2.07,59.04,69.12,6.54,-29.56,2.32,,,,,,,,,
San_Cristobal_Lachirioag,4D,3.3,24.00,15.00,,,,,,,,,,,,,,,
San_Cristobal_Lachirioag,4D,3.4,25.00,15.00,4.56,9.72,31.94,6.75,-33.81,-0.88,140.00,21.00,3.00,2.00,5.00,102.00,102.00,2.00,2.00
San_Cristobal_Lachirioag,4D,3.5,26.00,15.00,6.43,-27.39,3.96,5.63,-11.63,15.84,144.50,23.00,4.00,3.00,7.00,102.00,102.00,1.00,1.00
San_Cristobal_Lachirioag,4D,3.6,27.00,15.00,5.39,-6.91,19.40,6.76,-33.87,-0.93,122.75,19.00,5.00,4.00,9.00,102.00,102.00,2.00,2.00
San_Cristobal_Lachirioag,4D,3.7,28.00,15.00,3.04,39.81,54.62,4.27,15.45,36.25,150.75,22.00,5.00,4.00,9.00,102.00,109.00,1.00,1.00
San_Cristobal_Lachirioag,4D,4.1,22.00,16.00,1.25,75.21,81.31,4.58,9.24,31.57,,,,,,102.00,102.00,2.00,2.00
San_Cristobal_Lachirioag,4D,4.2,23.00,16.00,2.45,51.40,63.36,4.24,16.06,36.72,132.50,21.00,6.00,5.00,11.00,102.00,102.00,1.00,
San_Cristobal_Lachirioag,4D,4.3,24.00,16.00,2.06,59.23,69.26,3.92,22.25,41.39,115.75,22.00,7.00,6.00,13.00,102.00,102.00,1.00,1.00
San_Cristobal_Lachirioag,4D,4.4,25.00,16.00,4.49,10.97,32.88,5.89,-16.75,11.98,134.25,22.00,6.00,6.00,12.00,102.00,109.00,2.00,2.00
San_Cristobal_Lachirioag,4D,4.5,26.00,16.00,3.18,37.00,52.51,5.94,-17.63,11.32,,,,,,102.00,109.00,2.00,2.00
San_Cristobal_Lachirioag,4D,4.6,27.00,16.00,3.69,26.87,44.87,5.99,-18.70,10.51,115.75,20.00,3.00,3.00,6.00,102.00,102.00,1.00,
San_Cristobal_Lachirioag,4D,4.7,28.00,16.00,1.27,74.92,81.09,3.20,36.57,52.18,,,,,,102.00,102.00,2.00,2.00
Tipikal,5A,1.1,29.00,1.00,-1.24,124.59,118.54,-0.38,107.51,105.66,119.25,26.00,3.00,2.00,5.00,123.00,130.00,3.00,1.00
Tipikal,5A,1.2,30.00,1.00,,,,,,,,,,,,,,,
Tipikal,5A,1.3,31.00,1.00,0.27,94.59,95.92,1.64,67.59,75.57,118.75,29.00,6.00,5.00,11.00,130.00,130.00,,
Tipikal,5A,1.4,32.00,1.00,,,,,,,,,,,,,,,
Tipikal,5A,1.5,33.00,1.00,,,,,,,,,,,,,,,
Tipikal,5A,1.6,34.00,1.00,,,,,,,,,,,,,,,
Tipikal,5A,1.7,35.00,1.00,,,,,,,,,,,,,,,
Tipikal,5A,2.1,29.00,2.00,-2.98,159.04,144.51,-1.20,123.80,117.94,80.00,24.00,5.00,4.00,9.00,,,,
Tipikal,5A,2.2,30.00,2.00,-1.20,123.86,117.99,2.89,42.66,56.77,105.25,23.00,3.00,3.00,6.00,,,,
Tipikal,5A,2.3,31.00,2.00,,,,,,,,,,,,,,,
Tipikal,5A,2.4,32.00,2.00,-1.04,120.68,115.59,2.22,55.95,66.79,95.50,24.00,3.00,2.00,5.00,123.00,130.00,5.00,
Tipikal,5A,2.5,33.00,2.00,0.46,90.94,93.17,1.46,71.15,78.25,94.50,23.00,3.00,3.00,6.00,,,,
Tipikal,5A,2.6,34.00,2.00,,,,,,,,,,,,,,,
Tipikal,5A,2.7,35.00,2.00,-1.01,120.00,115.08,0.05,99.05,99.28,71.25,22.00,5.00,5.00,10.00,,,,
Tipikal,5A,3.1,29.00,3.00,-0.67,113.22,109.96,-0.63,112.44,109.37,96.50,23.00,4.00,3.00,7.00,130.00,130.00,5.00,
Tipikal,5A,3.2,30.00,3.00,,,,,,,,,,,,,,,
Tipikal,5A,3.3,31.00,3.00,-1.78,135.33,126.63,0.20,96.08,97.05,101.50,24.00,3.00,2.00,5.00,130.00,130.00,3.00,
Tipikal,5A,3.4,32.00,3.00,-0.77,115.22,111.47,0.88,82.65,86.92,96.25,25.00,3.00,2.00,5.00,130.00,130.00,,
Tipikal,5A,3.5,33.00,3.00,0.34,93.19,94.87,2.93,41.88,56.18,87.25,24.00,4.00,3.00,7.00,,,,
Tipikal,5A,3.6,34.00,3.00,1.23,75.60,81.60,1.70,66.30,74.59,81.75,27.00,4.00,3.00,7.00,130.00,130.00,1.00,
Tipikal,5A,3.7,35.00,3.00,0.37,92.69,94.49,-0.28,105.62,104.23,,,,,,,,,
Tipikal,5A,4.1,29.00,4.00,-0.65,112.80,109.65,1.21,76.05,81.94,106.25,26.00,5.00,4.00,9.00,130.00,130.00,5.00,
Tipikal,5A,4.2,30.00,4.00,,,,,,,,,,,,,,,
Tipikal,5A,4.3,31.00,4.00,-1.28,125.31,119.08,2.27,55.10,66.15,135.25,25.00,4.00,4.00,8.00,123.00,130.00,4.00,2.00
Tipikal,5A,4.4,32.00,4.00,-1.86,136.89,127.81,1.74,65.54,74.02,,,,,,130.00,130.00,,
Tipikal,5A,4.5,33.00,4.00,-0.60,111.85,108.93,1.03,79.55,84.58,119.50,27.00,2.00,2.00,4.00,130.00,130.00,1.00,
Tipikal,5A,4.6,34.00,4.00,,,,,,,,,,,,,,,
Tipikal,5A,4.7,35.00,4.00,,,,,,,,,,,,,,,
B73xMo17,5B,1.1,29.00,5.00,2.06,,69.27,,,,63.50,12.00,2.00,1.00,3.00,74.00,81.00,2.00,1.00
B73xMo17,5B,1.2,30.00,5.00,1.97,,70.52,,,,57.00,11.00,2.00,1.00,3.00,74.00,81.00,2.00,2.00
B73xMo17,5B,1.3,31.00,5.00,1.82,,72.88,,,,,,,,,74.00,81.00,2.00,2.00
B73xMo17,5B,1.4,32.00,5.00,2.16,,67.76,,,,,,,,,74.00,81.00,2.00,2.00
B73xMo17,5B,1.5,33.00,5.00,2.65,,60.37,,,,,,,,,74.00,81.00,1.00,1.00
B73xMo17,5B,1.6,34.00,5.00,2.23,,66.75,,,,56.75,11.00,2.00,1.00,3.00,74.00,81.00,1.00,1.00
B73xMo17,5B,1.7,35.00,5.00,2.55,,61.95,,,,,,,,,74.00,81.00,1.00,1.00
B73xMo17,5B,2.1,29.00,6.00,7.19,,-7.46,,,,62.50,10.00,2.00,1.00,3.00,74.00,81.00,2.00,2.00
B73xMo17,5B,2.2,30.00,6.00,5.43,,18.81,,,,61.75,11.00,3.00,1.00,4.00,74.00,81.00,2.00,2.00
B73xMo17,5B,2.3,31.00,6.00,4.90,,26.86,,,,66.00,11.00,3.00,2.00,5.00,74.00,81.00,2.00,2.00
B73xMo17,5B,2.4,32.00,6.00,4.76,,28.85,,,,60.25,10.00,1.00,1.00,2.00,74.00,81.00,1.00,1.00
B73xMo17,5B,2.5,33.00,6.00,3.31,,50.59,,,,65.00,11.00,2.00,1.00,3.00,67.00,74.00,2.00,2.00
B73xMo17,5B,2.6,34.00,6.00,5.65,,15.65,,,,54.25,9.00,1.00,1.00,2.00,81.00,88.00,1.00,1.00
B73xMo17,5B,2.7,35.00,6.00,3.30,,50.74,,,,,,,,,74.00,81.00,1.00,1.00
B73xMo17,5B,3.1,29.00,7.00,9.63,,-43.80,,,,59.00,11.00,2.00,1.00,3.00,81.00,81.00,2.00,2.00
B73xMo17,5B,3.2,30.00,7.00,8.01,,-19.67,,,,71.25,13.00,2.00,2.00,4.00,81.00,81.00,1.00,1.00
B73xMo17,5B,3.3,31.00,7.00,4.21,,37.13,,,,65.00,11.00,2.00,1.00,3.00,74.00,81.00,1.00,1.00
B73xMo17,5B,3.4,32.00,7.00,5.03,,24.87,,,,65.00,11.00,3.00,1.00,4.00,74.00,81.00,1.00,1.00
B73xMo17,5B,3.5,33.00,7.00,4.93,,26.42,,,,59.75,11.00,2.00,1.00,3.00,74.00,81.00,1.00,1.00
B73xMo17,5B,3.6,34.00,7.00,7.02,,-4.80,,,,,,,,,,,,
B73xMo17,5B,3.7,35.00,7.00,5.19,,22.41,,,,,,,,,67.00,74.00,2.00,2.00
B73xMo17,5B,4.1,29.00,8.00,11.26,,-68.21,,,,57.25,11.00,3.00,2.00,5.00,74.00,81.00,2.00,2.00
