entry,Group,PLOT,PLANT,Longitude,Latitude,d15N_T1,NDFA_T1_B73xMo17_ref,NDFA_T1_B73_ref,d15N_T2,NDFA_T2_B73xMo17_ref,NDFA_T2_B73_ref,HEIGHT_in,HEIGHT_cm,NODES,NODES_w_BR,NODES_w_AR,NODES_w_BRandAR,DAYS_TO_TASSEL,DAYS_TO_POLLEN,COBS,SILKS
Totontepec_Vicente,Highland,5D,2.7,35.00,14.00,1.97,60.87,70.50,2.86,43.35,57.29,NA,NA,NA,NA,NA,NA,116.00,116.00,NA,NA
Totontepec_Vicente,Highland,5D,3.1,29.00,15.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Totontepec_Vicente,Highland,5D,3.2,30.00,15.00,3.50,30.56,47.65,4.50,10.92,32.84,144.25,366.40,15.00,5.00,4.00,9.00,NA,NA,NA,NA
Totontepec_Vicente,Highland,5D,3.3,31.00,15.00,3.41,32.52,49.13,5.73,-13.47,14.45,144.75,367.67,20.00,5.00,4.00,9.00,102.00,116.00,1.00,1.00
Totontepec_Vicente,Highland,5D,3.4,32.00,15.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Totontepec_Vicente,Highland,5D,3.5,33.00,15.00,5.31,-5.29,20.62,6.17,-22.31,7.79,146.50,372.11,20.00,5.00,4.00,9.00,116.00,116.00,1.00,1.00
Totontepec_Vicente,Highland,5D,3.6,34.00,15.00,5.21,-3.27,22.14,6.95,-37.76,-3.86,147.00,373.38,20.00,5.00,4.00,9.00,102.00,116.00,1.00,1.00
Totontepec_Vicente,Highland,5D,3.7,35.00,15.00,2.75,45.55,58.95,5.49,-8.89,17.91,149.00,378.46,15.00,4.00,3.00,7.00,123.00,123.00,1.00,1.00
Totontepec_Vicente,Highland,5D,4.1,29.00,16.00,2.29,54.59,65.77,4.30,14.82,35.78,NA,NA,NA,NA,NA,NA,102.00,116.00,1.00,1.00
Totontepec_Vicente,Highland,5D,4.2,30.00,16.00,5.84,-15.82,12.69,6.36,-25.99,5.01,147.50,374.65,23.00,5.00,4.00,9.00,116.00,123.00,2.00,2.00
Totontepec_Vicente,Highland,5D,4.3,31.00,16.00,5.55,-10.00,17.07,5.97,-18.25,10.85,NA,NA,NA,NA,NA,NA,130.00,130.00,NA,NA
Totontepec_Vicente,Highland,5D,4.4,32.00,16.00,5.45,-7.96,18.61,8.60,-70.38,-28.45,123.00,312.42,21.00,6.00,6.00,12.00,109.00,123.00,1.00,1.00
Totontepec_Vicente,Highland,5D,4.5,33.00,16.00,6.59,-30.64,1.51,7.05,-39.71,-5.33,NA,NA,NA,NA,NA,NA,116.00,123.00,1.00,1.00
Totontepec_Vicente,Highland,5D,4.6,34.00,16.00,1.83,63.67,72.61,4.52,10.51,32.53,153.50,389.89,23.00,7.00,6.00,13.00,123.00,123.00,NA,NA
Totontepec_Vicente,Highland,5D,4.7,35.00,16.00,2.47,51.02,63.07,3.72,26.29,44.43,NA,NA,NA,NA,NA,NA,123.00,130.00,NA,NA
Totontepec_Vidal,Highland,6A,1.1,36.00,1.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Totontepec_Vidal,Highland,6A,1.2,37.00,1.00,2.84,43.77,57.61,0.89,82.43,86.75,125.25,318.14,23.00,2.00,2.00,4.00,123.00,123.00,NA,NA
Totontepec_Vidal,Highland,6A,1.3,38.00,1.00,4.31,14.67,35.67,1.88,62.75,71.92,NA,NA,NA,NA,NA,NA,116.00,123.00,2.00,NA
Totontepec_Vidal,Highland,6A,1.4,39.00,1.00,1.30,74.28,80.61,2.13,57.86,68.23,NA,NA,NA,NA,NA,NA,123.00,123.00,NA,NA
Totontepec_Vidal,Highland,6A,1.5,40.00,1.00,2.08,58.82,68.96,2.00,60.45,70.18,NA,NA,NA,NA,NA,NA,116.00,123.00,NA,NA
Totontepec_Vidal,Highland,6A,1.6,41.00,1.00,-0.01,100.18,100.13,2.00,60.41,70.15,89.75,227.97,21.00,6.00,5.00,11.00,130.00,130.00,NA,NA
Totontepec_Vidal,Highland,6A,1.7,42.00,1.00,3.43,31.94,48.69,3.40,32.55,49.15,NA,NA,NA,NA,NA,NA,130.00,NA,NA,NA
Totontepec_Vidal,Highland,6A,2.1,36.00,2.00,2.33,53.75,65.14,4.85,3.96,27.60,119.00,302.26,21.00,6.00,5.00,11.00,116.00,123.00,1.00,NA
Totontepec_Vidal,Highland,6A,2.2,37.00,2.00,2.73,45.81,59.15,5.38,-6.61,19.63,119.25,302.90,23.00,4.00,3.00,7.00,116.00,123.00,NA,NA
Totontepec_Vidal,Highland,6A,2.3,38.00,2.00,2.79,44.69,58.30,5.79,-14.68,13.54,145.25,368.94,20.00,4.00,3.00,7.00,109.00,123.00,1.00,1.00
Totontepec_Vidal,Highland,6A,2.4,39.00,2.00,2.28,54.87,65.97,4.16,17.52,37.82,110.75,281.31,20.00,5.00,4.00,9.00,109.00,116.00,1.00,NA
Totontepec_Vidal,Highland,6A,2.5,40.00,2.00,3.43,31.96,48.71,3.80,24.68,43.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Totontepec_Vidal,Highland,6A,2.6,41.00,2.00,2.10,58.42,68.65,2.42,52.08,63.87,100.50,255.27,21.00,4.00,3.00,7.00,116.00,130.00,NA,NA
Totontepec_Vidal,Highland,6A,2.7,42.00,2.00,-0.13,102.53,101.90,1.33,73.69,80.17,101.50,257.81,21.00,4.00,3.00,7.00,130.00,130.00,NA,NA
Totontepec_Vidal,Highland,6A,3.1,36.00,3.00,-0.08,101.59,101.20,1.42,71.92,78.83,129.25,328.30,20.00,7.00,6.00,13.00,109.00,116.00,1.00,NA
Totontepec_Vidal,Highland,6A,3.2,37.00,3.00,-0.77,115.19,111.45,2.07,59.05,69.12,142.75,362.59,22.00,4.00,3.00,7.00,116.00,123.00,1.00,1.00
Totontepec_Vidal,Highland,6A,3.3,38.00,3.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Totontepec_Vidal,Highland,6A,3.4,39.00,3.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Totontepec_Vidal,Highland,6A,3.5,40.00,3.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Totontepec_Vidal,Highland,6A,3.6,41.00,3.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Totontepec_Vidal,Highland,6A,3.7,42.00,3.00,0.53,89.49,92.08,1.30,74.32,80.64,118.00,299.72,19.00,3.00,2.00,5.00,109.00,116.00,2.00,NA
Totontepec_Vidal,Highland,6A,4.1,36.00,4.00,1.24,75.43,81.47,1.88,62.79,71.95,NA,NA,NA,NA,NA,NA,116.00,116.00,2.00,1.00
Totontepec_Vidal,Highland,6A,4.2,37.00,4.00,1.34,73.47,80.00,2.85,43.56,57.45,135.50,344.17,19.00,4.00,3.00,7.00,109.00,116.00,NA,NA
Totontepec_Vidal,Highland,6A,4.3,38.00,4.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Totontepec_Vidal,Highland,6A,4.4,39.00,4.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Totontepec_Vidal,Highland,6A,4.5,40.00,4.00,1.59,68.44,76.21,3.12,38.08,53.32,NA,NA,NA,NA,NA,NA,109.00,116.00,2.00,1.00
Totontepec_Vidal,Highland,6A,4.6,41.00,4.00,1.07,78.75,83.98,3.75,25.65,43.95,138.75,352.43,20.00,4.00,3.00,NA,123.00,130.00,2.00,1.00
Totontepec_Vidal,Highland,6A,4.7,42.00,4.00,-0.46,109.14,106.89,1.59,68.48,76.23,133.50,339.09,23.00,10.00,9.00,NA,109.00,116.00,3.00,2.00
San_Juan_Comaltepec,Lowland,6B,1.1,36.00,5.00,1.11,78.02,83.43,0.82,83.80,87.79,NA,NA,NA,NA,NA,NA,109.00,116.00,1.00,1.00
San_Juan_Comaltepec,Lowland,6B,1.2,37.00,5.00,2.28,54.74,65.88,3.34,33.73,50.04,144.00,365.76,21.00,3.00,3.00,6.00,123.00,123.00,NA,NA
San_Juan_Comaltepec,Lowland,6B,1.3,38.00,5.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San_Juan_Comaltepec,Lowland,6B,1.4,39.00,5.00,2.01,60.16,69.97,6.11,-20.98,8.79,NA,NA,NA,NA,NA,NA,130.00,130.00,NA,NA
San_Juan_Comaltepec,Lowland,6B,1.5,40.00,5.00,3.42,32.29,48.95,5.25,-4.06,21.55,NA,NA,NA,NA,NA,NA,109.00,116.00,2.00,1.00
San_Juan_Comaltepec,Lowland,6B,1.6,41.00,5.00,2.13,57.81,68.19,4.67,7.46,30.23,134.50,341.63,21.00,5.00,4.00,9.00,109.00,116.00,1.00,1.00
San_Juan_Comaltepec,Lowland,6B,1.7,42.00,5.00,1.34,73.44,79.97,3.44,31.80,48.58,NA,NA,NA,NA,NA,NA,116.00,116.00,1.00,1.00
San_Juan_Comaltepec,Lowland,6B,2.1,36.00,6.00,1.41,72.06,78.94,4.43,12.30,33.88,138.25,351.16,22.00,6.00,4.00,10.00,102.00,116.00,2.00,2.00
San_Juan_Comaltepec,Lowland,6B,2.2,37.00,6.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San_Juan_Comaltepec,Lowland,6B,2.3,38.00,6.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San_Juan_Comaltepec,Lowland,6B,2.4,39.00,6.00,0.67,86.72,89.99,4.35,13.89,35.08,144.50,367.03,23.00,6.00,5.00,11.00,109.00,116.00,1.00,1.00
San_Juan_Comaltepec,Lowland,6B,2.5,40.00,6.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San_Juan_Comaltepec,Lowland,6B,2.6,41.00,6.00,1.63,67.62,75.59,4.01,20.54,40.10,137.75,349.89,19.00,6.00,5.00,11.00,130.00,130.00,NA,NA
San_Juan_Comaltepec,Lowland,6B,2.7,42.00,6.00,-0.47,109.30,107.01,0.95,81.24,85.86,140.25,356.24,23.00,7.00,6.00,13.00,116.00,123.00,NA,NA
San_Juan_Comaltepec,Lowland,6B,3.1,36.00,7.00,2.22,55.92,66.77,4.08,19.16,39.06,NA,NA,NA,NA,NA,NA,102.00,109.00,2.00,2.00
San_Juan_Comaltepec,Lowland,6B,3.2,37.00,7.00,5.50,-9.07,17.77,5.31,-5.17,20.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San_Juan_Comaltepec,Lowland,6B,3.3,38.00,7.00,4.63,8.29,30.86,6.31,-24.99,5.77,142.13,361.00,24.00,6.00,5.00,11.00,109.00,116.00,2.00,1.00
San_Juan_Comaltepec,Lowland,6B,3.4,39.00,7.00,3.67,27.21,45.13,6.29,-24.70,5.99,147.75,375.29,20.00,3.00,2.00,5.00,109.00,116.00,1.00,1.00
San_Juan_Comaltepec,Lowland,6B,3.5,40.00,7.00,3.50,30.63,47.71,5.78,-14.54,13.65,146.00,370.84,22.00,6.00,4.00,10.00,116.00,116.00,2.00,2.00
San_Juan_Comaltepec,Lowland,6B,3.6,41.00,7.00,-0.32,106.43,104.84,3.41,32.40,49.03,144.13,366.08,20.00,5.00,4.00,9.00,109.00,116.00,1.00,1.00
San_Juan_Comaltepec,Lowland,6B,3.7,42.00,7.00,0.51,89.97,92.44,2.75,45.57,58.97,NA,NA,NA,NA,NA,NA,109.00,116.00,NA,NA
San_Juan_Comaltepec,Lowland,6B,4.1,36.00,8.00,6.74,-33.65,-0.76,6.46,-28.01,3.49,NA,NA,NA,NA,NA,NA,109.00,116.00,2.00,NA
San_Juan_Comaltepec,Lowland,6B,4.2,37.00,8.00,7.51,-48.86,-12.23,6.52,-29.19,2.61,140.75,357.51,22.00,6.00,4.00,10.00,116.00,130.00,1.00,1.00
San_Juan_Comaltepec,Lowland,6B,4.3,38.00,8.00,5.34,-5.91,20.16,7.05,-39.77,-5.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
San_Juan_Comaltepec,Lowland,6B,4.4,39.00,8.00,3.14,37.72,53.05,6.58,-30.39,1.70,155.75,395.61,22.00,7.00,6.00,13.00,116.00,130.00,1.00,1.00
San_Juan_Comaltepec,Lowland,6B,4.5,40.00,8.00,4.40,12.84,34.29,4.71,6.70,29.66,NA,NA,NA,NA,NA,NA,130.00,130.00,1.00,1.00
San_Juan_Comaltepec,Lowland,6B,4.6,41.00,8.00,3.67,27.21,45.13,6.66,-31.98,0.50,100.50,255.27,20.00,4.00,2.00,6.00,116.00,116.00,1.00,NA
San_Juan_Comaltepec,Lowland,6B,4.7,42.00,8.00,5.10,-1.10,23.78,5.53,-9.54,17.42,NA,NA,NA,NA,NA,NA,116.00,130.00,NA,NA
Diploperennis,Teosinte,6C,1.1,36.00,9.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diploperennis,Teosinte,6C,1.2,37.00,9.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diploperennis,Teosinte,6C,1.3,38.00,9.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diploperennis,Teosinte,6C,1.4,39.00,9.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diploperennis,Teosinte,6C,1.5,40.00,9.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diploperennis,Teosinte,6C,1.6,41.00,9.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diploperennis,Teosinte,6C,1.7,42.00,9.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diploperennis,Teosinte,6C,2.1,36.00,10.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diploperennis,Teosinte,6C,2.2,37.00,10.00,2.85,43.52,57.42,6.01,-19.09,10.22,58.75,149.23,22.00,6.00,5.00,11.00,130.00,NA,NA,NA
Diploperennis,Teosinte,6C,2.3,38.00,10.00,4.23,16.24,36.86,8.26,-63.72,-23.43,47.50,120.65,20.00,6.00,4.00,10.00,NA,NA,NA,NA
Diploperennis,Teosinte,6C,2.4,39.00,10.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diploperennis,Teosinte,6C,2.5,40.00,10.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diploperennis,Teosinte,6C,2.6,41.00,10.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diploperennis,Teosinte,6C,2.7,42.00,10.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diploperennis,Teosinte,6C,3.1,36.00,11.00,1.90,62.31,71.59,1.97,61.05,70.64,65.50,166.37,26.00,7.00,6.00,13.00,130.00,NA,NA,NA
Diploperennis,Teosinte,6C,3.2,37.00,11.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diploperennis,Teosinte,6C,3.3,38.00,11.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diploperennis,Teosinte,6C,3.4,39.00,11.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diploperennis,Teosinte,6C,3.5,40.00,11.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diploperennis,Teosinte,6C,3.6,41.00,11.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diploperennis,Teosinte,6C,3.7,42.00,11.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diploperennis,Teosinte,6C,4.1,36.00,12.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diploperennis,Teosinte,6C,4.2,37.00,12.00,1.47,70.77,77.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diploperennis,Teosinte,6C,4.3,38.00,12.00,2.91,42.29,56.49,3.46,31.47,48.34,61.00,154.94,18.00,5.00,4.00,9.00,NA,NA,NA,NA
Diploperennis,Teosinte,6C,4.4,39.00,12.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diploperennis,Teosinte,6C,4.5,40.00,12.00,3.11,38.37,53.54,3.74,25.95,44.18,41.00,104.14,18.00,7.00,5.00,12.00,NA,NA,NA,NA
Diploperennis,Teosinte,6C,4.6,41.00,12.00,1.94,61.63,71.08,1.10,78.20,83.56,62.00,157.48,20.00,8.00,8.00,16.00,NA,NA,NA,NA
Diploperennis,Teosinte,6C,4.7,42.00,12.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa_Maria_Tiltepec,Highland,6D,1.1,36.00,13.00,2.71,46.34,59.54,2.71,46.38,59.57,NA,NA,NA,NA,NA,NA,116.00,123.00,1.00,1.00
Santa_Maria_Tiltepec,Highland,6D,1.2,37.00,13.00,2.44,51.70,63.59,2.27,55.08,66.13,126.25,320.68,23.00,7.00,6.00,13.00,116.00,123.00,1.00,NA
Santa_Maria_Tiltepec,Highland,6D,1.3,38.00,13.00,3.36,33.32,49.73,4.57,9.43,31.72,NA,NA,NA,NA,NA,NA,130.00,130.00,NA,NA
Santa_Maria_Tiltepec,Highland,6D,1.4,39.00,13.00,2.29,54.72,65.86,4.47,11.38,33.19,NA,NA,NA,NA,NA,NA,116.00,130.00,2.00,1.00
Santa_Maria_Tiltepec,Highland,6D,1.5,40.00,13.00,2.49,50.62,62.77,4.31,14.55,35.58,NA,NA,NA,NA,NA,NA,109.00,116.00,1.00,1.00
Santa_Maria_Tiltepec,Highland,6D,1.6,41.00,13.00,0.59,88.23,91.13,3.51,30.49,47.59,149.50,379.73,22.00,7.00,6.00,13.00,116.00,116.00,1.00,1.00
Santa_Maria_Tiltepec,Highland,6D,1.7,42.00,13.00,0.26,94.85,96.11,1.42,71.76,78.71,NA,NA,NA,NA,NA,NA,116.00,123.00,2.00,1.00
Santa_Maria_Tiltepec,Highland,6D,2.1,36.00,14.00,-0.29,105.74,104.33,1.06,78.98,84.16,NA,NA,NA,NA,NA,NA,123.00,123.00,NA,NA
Santa_Maria_Tiltepec,Highland,6D,2.2,37.00,14.00,0.97,80.74,85.48,5.63,-11.59,15.88,144.25,366.40,20.00,6.00,6.00,12.00,116.00,116.00,1.00,1.00
Santa_Maria_Tiltepec,Highland,6D,2.3,38.00,14.00,-0.11,102.23,101.68,3.03,39.88,54.67,159.25,404.50,24.00,7.00,6.00,13.00,116.00,123.00,1.00,1.00
Santa_Maria_Tiltepec,Highland,6D,2.4,39.00,14.00,3.03,40.04,54.79,5.17,-2.47,22.75,147.13,373.70,24.00,10.00,9.00,19.00,116.00,123.00,2.00,2.00
Santa_Maria_Tiltepec,Highland,6D,2.5,40.00,14.00,1.64,67.44,75.45,4.22,16.39,36.96,150.50,382.27,24.00,5.00,4.00,9.00,130.00,130.00,1.00,1.00
Santa_Maria_Tiltepec,Highland,6D,2.6,41.00,14.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa_Maria_Tiltepec,Highland,6D,2.7,42.00,14.00,0.00,100.08,100.06,1.71,66.21,74.52,147.25,374.02,21.00,7.00,6.00,13.00,116.00,116.00,2.00,2.00
Santa_Maria_Tiltepec,Highland,6D,3.1,36.00,15.00,1.21,75.96,81.88,3.53,30.02,47.24,NA,NA,NA,NA,NA,NA,109.00,116.00,1.00,NA
Santa_Maria_Tiltepec,Highland,6D,3.2,37.00,15.00,3.16,37.35,52.77,7.03,-39.39,-5.09,158.50,402.59,21.00,4.00,3.00,7.00,116.00,123.00,1.00,NA
Santa_Maria_Tiltepec,Highland,6D,3.3,38.00,15.00,1.18,76.60,82.36,2.15,57.47,67.93,145.25,368.94,25.00,7.00,6.00,13.00,130.00,130.00,NA,NA
Santa_Maria_Tiltepec,Highland,6D,3.4,39.00,15.00,0.56,88.92,91.65,5.41,-7.13,19.24,147.75,375.29,22.00,6.00,5.00,11.00,109.00,116.00,NA,NA
Santa_Maria_Tiltepec,Highland,6D,3.5,40.00,15.00,2.11,58.28,68.55,5.95,-17.88,11.13,130.00,330.20,19.00,5.00,4.00,9.00,116.00,123.00,1.00,1.00
Santa_Maria_Tiltepec,Highland,6D,3.6,41.00,15.00,2.33,53.80,65.17,3.71,26.50,44.59,133.25,338.46,21.00,7.00,6.00,13.00,130.00,130.00,1.00,1.00
Santa_Maria_Tiltepec,Highland,6D,3.7,42.00,15.00,0.28,94.54,95.88,1.02,79.77,84.75,NA,NA,NA,NA,NA,NA,123.00,123.00,1.00,1.00
Santa_Maria_Tiltepec,Highland,6D,4.1,36.00,16.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Santa_Maria_Tiltepec,Highland,6D,4.2,37.00,16.00,NA,NA,NA,4.83,4.21,27.79,127.25,323.22,22.00,8.00,7.00,15.00,116.00,123.00,2.00,1.00
Santa_Maria_Tiltepec,Highland,6D,4.3,38.00,16.00,0.93,81.66,86.18,3.41,32.39,49.03,145.38,369.25,20.00,5.00,4.00,9.00,109.00,116.00,1.00,NA
Santa_Maria_Tiltepec,Highland,6D,4.4,39.00,16.00,1.55,69.36,76.90,2.38,52.76,64.39,NA,NA,NA,NA,NA,NA,116.00,123.00,1.00,NA
Santa_Maria_Tiltepec,Highland,6D,4.5,40.00,16.00,2.48,50.87,62.96,2.94,41.75,56.08,NA,NA,NA,NA,NA,NA,116.00,116.00,1.00,1.00
Santa_Maria_Tiltepec,Highland,6D,4.6,41.00,16.00,0.08,98.49,98.86,0.88,82.65,86.92,135.63,344.49,21.00,6.00,5.00,11.00,109.00,116.00,1.00,1.00
Santa_Maria_Tiltepec,Highland,6D,4.7,42.00,16.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B73xMo17,Modern,7A,1.1,43.00,1.00,0.18,NA,97.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,1.00
B73xMo17,Modern,7A,1.2,44.00,1.00,3.10,NA,53.75,NA,NA,NA,66.00,167.64,14.00,2.00,2.00,4.00,74.00,81.00,2.00,1.00
B73xMo17,Modern,7A,1.3,45.00,1.00,2.57,NA,61.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,2.00
B73xMo17,Modern,7A,1.4,46.00,1.00,3.02,NA,54.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,1.00
B73xMo17,Modern,7A,1.5,47.00,1.00,3.05,NA,54.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.00,74.00,1.00,1.00
B73xMo17,Modern,7A,1.6,48.00,1.00,3.28,NA,50.96,NA,NA,NA,54.50,138.43,12.00,1.00,1.00,2.00,74.00,81.00,2.00,2.00
B73xMo17,Modern,7A,1.7,49.00,1.00,1.75,NA,73.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,2.00
B73xMo17,Modern,7A,2.1,43.00,2.00,1.69,NA,74.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,1.00
B73xMo17,Modern,7A,2.2,44.00,2.00,0.92,NA,86.23,NA,NA,NA,64.00,162.56,12.00,1.00,1.00,2.00,74.00,88.00,1.00,1.00
B73xMo17,Modern,7A,2.3,45.00,2.00,0.81,NA,87.91,NA,NA,NA,70.00,177.80,13.00,1.00,1.00,2.00,74.00,81.00,2.00,1.00
B73xMo17,Modern,7A,2.4,46.00,2.00,2.20,NA,67.09,NA,NA,NA,54.00,137.16,11.00,1.00,0.00,1.00,74.00,81.00,2.00,1.00
B73xMo17,Modern,7A,2.5,47.00,2.00,3.37,NA,49.61,NA,NA,NA,51.00,129.54,11.00,2.00,1.00,3.00,74.00,81.00,1.00,1.00
B73xMo17,Modern,7A,2.6,48.00,2.00,3.55,NA,46.91,NA,NA,NA,41.00,104.14,13.00,2.00,2.00,4.00,81.00,81.00,2.00,1.00
B73xMo17,Modern,7A,2.7,49.00,2.00,1.78,NA,73.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,1.00,1.00
B73xMo17,Modern,7A,3.1,43.00,3.00,0.80,NA,87.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.00,81.00,1.00,1.00
B73xMo17,Modern,7A,3.2,44.00,3.00,1.54,NA,77.00,NA,NA,NA,65.75,167.01,12.00,1.00,1.00,2.00,74.00,81.00,2.00,1.00
B73xMo17,Modern,7A,3.3,45.00,3.00,-0.11,NA,101.72,NA,NA,NA,57.25,145.42,12.00,2.00,1.00,3.00,74.00,81.00,1.00,1.00
B73xMo17,Modern,7A,3.4,46.00,3.00,-0.03,NA,100.51,NA,NA,NA,63.75,161.93,13.00,1.00,1.00,2.00,74.00,81.00,2.00,1.00
B73xMo17,Modern,7A,3.5,47.00,3.00,NA,NA,100.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B73xMo17,Modern,7A,3.6,48.00,3.00,0.13,NA,98.03,NA,NA,NA,59.00,149.86,13.00,1.00,1.00,2.00,74.00,81.00,2.00,2.00
B73xMo17,Modern,7A,3.7,49.00,3.00,0.70,NA,89.58,NA,NA,NA,55.25,140.34,13.00,1.00,1.00,2.00,81.00,81.00,2.00,2.00
B73xMo17,Modern,7A,4.1,43.00,4.00,1.77,NA,73.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,1.00
B73xMo17,Modern,7A,4.2,44.00,4.00,3.25,NA,51.41,NA,NA,NA,57.25,145.42,11.00,2.00,1.00,3.00,74.00,81.00,1.00,1.00
B73xMo17,Modern,7A,4.3,45.00,4.00,4.82,NA,27.93,NA,NA,NA,59.75,151.77,12.00,1.00,1.00,2.00,74.00,81.00,2.00,2.00
B73xMo17,Modern,7A,4.4,46.00,4.00,1.66,NA,75.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,1.00
B73xMo17,Modern,7A,4.5,47.00,4.00,1.59,NA,76.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,88.00,2.00,1.00
B73xMo17,Modern,7A,4.6,48.00,4.00,2.41,NA,63.93,NA,NA,NA,48.75,123.83,11.00,0.00,0.00,0.00,74.00,88.00,2.00,1.00
B73xMo17,Modern,7A,4.7,49.00,4.00,1.37,NA,79.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.00,81.00,2.00,1.00
Jaltepec_de_Candayoc,Lowland,7B,1.1,43.00,5.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaltepec_de_Candayoc,Lowland,7B,1.2,44.00,5.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaltepec_de_Candayoc,Lowland,7B,1.3,45.00,5.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
